臺灣	taiwan	2813735575
中華民國	zhonghuaminguo	2813678900
中國	zhongguo	2813622225
香港	xianggang	2813565550
澳門	aomen	2813508875
中文	zhongwen	2813452200
電腦	diannao	2813395525
網路	wanglu	2813338850
軟體	ruanti	2813282175
資料	ziliao	2813225500
電話	dianhua	2813168825
手機	shouji	2813112150
銀行	yinhang	2813055475
問題	wenti	2812998800
什麼	shenme	2812942125
為什麼	weishenme	2812885450
謝謝	xiexie	2812828775
對不起	duibuqi	2812772100
沒關係	meiguanxi	2812715425
歡迎	huanying	2812658750
再見	zaijian	2812602075
早安	zaoan	2812545400
學校	xuexiao	2812488725
老師	laoshi	2812432050
學生	xuesheng	2812375375
工作	gongzuo	2812318700
朋友	pengyou	2812262025
家人	jiaren	2812205350
結婚	jiehun	2812148675
離婚	lihun	2812092000
經濟	jingji	2812035325
政治	zhengzhi	2811978650
歷史	lishi	2811921975
文化	wenhua	2811865300
藝術	yishu	2811808625
音樂	yinyue	2811751950
電影	dianying	2811695275
照片	zhaopian	2811638600
風景	fengjing	2811581925
天氣	tianqi	2811525250
身體	shenti	2811468575
健康	jiankang	2811411900
醫院	yiyuan	2811355225
醫生	yisheng	2811298550
護士	hushi	2811241875
購物	gouwu	2811185200
商店	shangdian	2811128525
市場	shichang	2811071850
價格	jiage	2811015175
便宜	pianyi	2810958500
免費	mianfei	2810901825
我們	women	2810845150
你們	nimen	2810788475
他們	tamen	2810731800
已經	yijing	2810675125
應該	yinggai	2810618450
還有	haiyou	2810561775
所有	suoyou	2810505100
重要	zhongyao	2810448425
知道	zhidao	2810391750
喜歡	xihuan	2810335075
愛情	aiqing	2810278400
關係	guanxi	2810221725
發展	fazhan	2810165050
發現	faxian	2810108375
發生	fasheng	2810051700
出發	chufa	2809995025
頭髮	toufa	2809938350
汽車	qiche	2809881675
火車	huoche	2809825000
飛機	feiji	2809768325
廁所	cesuo	2809711650
一一對應	yiyiduiying	2809654975
一丁不識	yidingbushi	2809598300
一丈差九尺	yizhangchajiuchi	2809541625
一下兒	yixiar	2809484950
一下子	yixiazi	2809428275
一不小心	yibuxiaoxin	2809371600
一不拗衆	yibuniuzhong	2809314925
一丘一壑	yiqiuyihuo	2809258250
一丘之貉	yiqiuzhihe	2809201575
一中一臺	yizhongyitai	2809144900
一中原則	yizhongyuanze	2809088225
一丸泥	yiwanni	2809031550
一之爲甚	yizhiweishen	2808974875
一乾二淨	yiganerjing	2808918200
一了	yiliao	2808861525
一了心願	yiliaoxinyuan	2808804850
一了百了	yiliaobailiao	2808748175
一了百當	yiliaobaidang	2808691500
一人做事一人當	yirenzuoshiyirendang	2808634825
一人傳十	yirenchuanshi	2808578150
一人傳虛	yirenchuanxu	2808521475
一人得道	yirendedao	2808464800
一代楷模	yidaikaimo	2808408125
一令	yiling	2808351450
一以當十	yiyidangshi	2808294775
一個	yige	2808238100
一個不小心	yigebuxiaoxin	2808181425
一個中國政策	yigezhongguozhengce	2808124750
一個個要着地	yigegeyaozhuodi	2808068075
一個勁	yigejin	2808011400
一個勁兒	yigejinr	2807954725
一個富貴心	yigefuguixin	2807898050
一個巴掌拍不響	yigebazhangpaibuxiang	2807841375
一個樣	yigeyang	2807784700
一個獵古調	yigeliegudiao	2807728025
一個碗內兩張匙	yigewanneiliangzhangchi	2807671350
一個鍋裏喫飯的	yigeguolichifande	2807614675
一個頭兩個大	yigetoulianggeda	2807558000
一個饅頭	yigemantou	2807501325
一個鼻孔出氣	yigebikongchuqi	2807444650
一倡百和	yichangbaihe	2807387975
一側化	yicehua	2807331300
一傳十	yichuanshi	2807274625
一償宿願	yichangsuyuan	2807217950
一刀切	yidaoqie	2807161275
一分	yifen	2807104600
一分一毫	yifenyihao	2807047925
一分子	yifenzi	2806991250
一分收穫	yifenshouhuo	2806934575
一分爲二	yifenweier	2806877900
一分耕耘	yifengengyun	2806821225
一分行情	yifenhangqing	2806764550
一分貨	yifenhuo	2806707875
一分錢	yifenqian	2806651200
一切	yiqie	2806594525
一切事物	yiqieshiwu	2806537850
一切就緒	yiqiejiuxu	2806481175
一切從簡	yiqiecongjian	2806424500
一切現成	yiqiexiancheng	2806367825
一切經音義	yiqiejingyinyi	2806311150
一切衆生	yiqiezhongsheng	2806254475
一到處	yidaochu	2806197800
一剎那	yichana	2806141125
一剗	yichan	2806084450
一力承當	yilichengdang	2806027775
一匹錦	yipijin	2805971100
一卡通	yikatong	2805914425
一口喫個胖子	yikouchigepangzi	2805857750
一口氣兒	yikouqir	2805801075
一句	yiju	2805744400
一句話	yijuhua	2805687725
一吐爲快	yituweikuai	2805631050
一呼百應	yihubaiying	2805574375
一和	yihe	2805517700
一哄而上	yihongershang	2805461025
一哄而散	yihongersan	2805404350
一哄而起	yihongerqi	2805347675
一哄而集	yihongerji	2805291000
一唱一和	yichangyihe	2805234325
一唱百和	yichangbaihe	2805177650
一回生兩回熟	yihuishenglianghuishou	2805120975
一團和氣	yituanheqi	2805064300
一地	yidi	2805007625
一地胡拿	yidihuna	2804950950
一地裏	yidili	2804894275
一垛	yiduo	2804837600
一報還一報	yibaohuanyibao	2804780925
一場官司一場火	yichangguansiyichanghuo	2804724250
一場春夢	yichangchunmeng	2804667575
一場空	yichangkong	2804610900
一塊兒	yikuair	2804554225
一塊石頭拋上天	yikuaishitoupaoshangtian	2804497550
一塊石頭掉井裏	yikuaishitoudiaojingli	2804440875
一塊石頭落了地	yikuaishitouluoledi	2804384200
一塌糊塗	yitahutu	2804327525
一夕	yixi	2804270850
一多對應	yiduoduiying	2804214175
一夜露水	yiyelushui	2804157500
一夥子持臥單	yihuozichiwodan	2804100825
一大早	yidazao	2804044150
一大早兒	yidazaor	2803987475
一大溜	yidaliu	2803930800
一大郎當	yidalangdang	2803874125
一天一個樣	yitianyigeyang	2803817450
一天一個現在	yitianyigexianzai	2803760775
一夫一妻	yifuyiqi	2803704100
一夫當關	yifudangguan	2803647425
一妻制	yiqizhi	2803590750
一字不差	yizibucha	2803534075
一字不識	yizibushi	2803477400
一字長蛇陣	yizichangshezhen	2803420725
一宅分兩院	yizhaifenliangyuan	2803364050
一定要	yidingyao	2803307375
一家一個主	yijiayigezhu	2803250700
一家子	yijiazi	2803194025
一宿	yixiu	2803137350
一將守關	yijiangshouguan	2803080675
一將難求	yijiangnanqiu	2803024000
一對兒	yiduir	2802967325
一小部分	yixiaobufen	2802910650
一小陣兒	yixiaozhenr	2802853975
一尺還他十寸	yichihuantashicun	2802797300
一展長才	yizhanchangcai	2802740625
一差二誤	yichaerwu	2802683950
一差二錯	yichaercuo	2802627275
一差半錯	yichabancuo	2802570600
一帆風順	yifanfengshun	2802513925
一席之地	yixizhidi	2802457250
一席地	yixidi	2802400575
一干	yigan	2802343900
一年半載	yinianbanzai	2802287225
一度	yidu	2802230550
一度着蛇咬	yiduzhaosheyao	2802173875
一廟一個神	yimiaoyigeshen	2802117200
一弛一張	yichiyizhang	2802060525
一張一弛	yizhangyichi	2802003850
一彈指	yitanzhi	2801947175
一彈指頃	yitanzhiqing	2801890500
一得	yide	2801833825
一得之功	yidezhigong	2801777150
一得之愚	yidezhiyu	2801720475
一得之見	yidezhijian	2801663800
一念之差	yinianzhicha	2801607125
一念之間	yinianzhijian	2801550450
一怔	yileng	2801493775
一息	yixi	2801437100
一息奄奄	yixiyanyan	2801380425
一息尚存	yixishangcun	2801323750
一意孤行	yiyiguxing	2801267075
一應	yiying	2801210400
一應俱全	yiyingjuquan	2801153725
一扎腳	yizhajiao	2801097050
一打	yida	2801040375
一打三分低	yidasanfendi	2800983700
一扠	yizha	2800927025
一技之長	yijizhichang	2800870350
一把子	yibazi	2800813675
一把尿	yibaniao	2800757000
一把抓	yibazhua	2800700325
一把死拿	yibasina	2800643650
一把鑰匙開一把鎖	yibayaoshikaiyibasuo	2800586975
一折	yizhe	2800530300
一折一磨	yizheyimo	2800473625
一折兩段	yizheliangduan	2800416950
一折八扣	yizhebakou	2800360275
一抹	yimo	2800303600
一抿子	yiminzi	2800246925
一拍兩散	yipailiangsan	2800190250
一拍即合	yipaijihe	2800133575
一掃	yisao	2800076900
一掃而光	yisaoerguang	2800020225
一掃而空	yisaoerkong	2799963550
一探究竟	yitanjiujing	2799906875
一搖三晃	yiyaosanhuang	2799850200
一摑一掌血	yiguoyizhangxie	2799793525
一撇	yipie	2799736850
一撥兒	yibor	2799680175
一擁而上	yiyongershang	2799623500
一操	yicao	2799566825
一擲千金	yizhiqianjin	2799510150
一擲百萬	yizhibaiwan	2799453475
一攬子	yilanzi	2799396800
一改故轍	yigaiguzhe	2799340125
一敗塗地	yibaitudi	2799283450
一斗米養個恩人	yidoumiyanggeenren	2799226775
一日爲師	yiriweishi	2799170100
一星子	yixingzi	2799113425
一時之間	yishizhijian	2799056750
一時半會	yishibanhui	2799000075
一時半會兒	yishibanhuir	2798943400
一時糊塗	yishihutu	2798886725
一時間	yishijian	2798830050
一晃	yihuang	2798773375
一晃眼	yihuangyan	2798716700
一暴十寒	yipushihan	2798660025
